Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
319,the legend of zelda: link's awakening,GB,1992.0,action,Nintendo,2.21,0.96,0.54,0.13,3.83
320,mario & luigi: bowser's inside story,DS,2009.0,role-playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321,big brain academy: wii degree,WII,2007.0,misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322,nintendogs + cats,3DS,2011.0,simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,batman: arkham knight,PS4,2015.0,action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,mario & sonic at the london 2012 olympic games,WII,2011.0,sports,Sega,1.14,1.91,0.27,0.46,3.78
325,lego indiana jones: the original adventures,X360,2008.0,action,Activision,2.4,1.03,0.0,0.36,3.78
326,resident evil director's cut,PS,1996.0,action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,ratchet & clank: size matters,PSP,2007.0,platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,just dance 2014,WII,2013.0,misc,Ubisoft,1.98,1.47,0.0,0.32,3.76
329,the sims: unleashed,PC,2002.0,simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
330,super paper mario,WII,2007.0,platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331,harry potter and the sorcerer's stone,PS,2001.0,action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
332,the witcher 3: wild hunt,PS4,2015.0,role-playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
333,resident evil 3: nemesis,PS,1999.0,action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,spyro: year of the dragon,PS,2000.0,platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
335,fifa soccer 2005,PS2,2004.0,sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,pokémon trading card game,GB,1998.0,strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337,battlefield 4,PS3,2013.0,shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,mysims,DS,2007.0,simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,friend collection,DS,2009.0,misc,Nintendo,0.0,0.0,3.67,0.0,3.67
340,tony hawk's pro skater 4,PS2,2002.0,sports,Activision,2.13,1.18,0.01,0.35,3.67
341,midnight club 3: dub edition,PSP,2005.0,racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66
342,banjo-kazooie,N64,1998.0,platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343,socom: u.s. navy seals,PS2,2002.0,shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,guitar hero: world tour,WII,2008.0,misc,Activision,2.33,0.97,0.0,0.35,3.65
345,gran turismo 6,PS3,2013.0,racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,jak and daxter: the precursor legacy,PS2,2001.0,platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,pokemon snap,N64,1999.0,simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348,fifa soccer 10,PS3,2009.0,sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,pro evolution soccer 2008,PS2,2007.0,sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63
351,resident evil 4,PS2,2005.0,action,Capcom,2.08,0.83,0.46,0.25,3.62
352,tom clancy's the division,PS4,2016.0,shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,star wars: battlefront,PS2,2004.0,shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
354,doom ii: hell on earth,PC,1994.0,shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
355,the simpsons: road rage,PS2,2001.0,racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
356,cooking mama 2: dinner with friends,DS,2007.0,simulation,505 Games,1.61,1.5,0.1,0.39,3.61
357,luigi's mansion,GC,2001.0,action,Nintendo,2.38,0.67,0.46,0.1,3.6
358,star wars: battlefront ii,PS2,2005.0,shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
359,wwf smackdown!,PS,2000.0,fighting,THQ,2.01,1.35,0.06,0.16,3.58
360,croc: legend of the gobbos,PS,1997.0,platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56
362,the getaway,PS2,2002.0,action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,tomb raider iii: adventures of lara croft,PS,1997.0,action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,james bond 007: agent under fire,PS2,2001.0,shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,lego star wars: the video game,PS2,2005.0,action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
368,rugrats in paris: the movie,PS,2000.0,action,THQ,1.96,1.33,0.0,0.23,3.52
369,spyro 2: ripto's rage!,PS,1999.0,platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,left 4 dead,X360,2008.0,shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
373,donkey kong country 3: dixie kong's double trouble!,SNES,1996.0,platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374,assassin's creed: brotherhood,X360,2010.0,action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,kung fu,NES,1985.0,action,Nintendo,1.64,0.38,1.42,0.06,3.5
377,clubhouse games,DS,2006.0,misc,Nintendo,0.59,1.83,0.73,0.35,3.5
378,fifa soccer 2004,PS2,,sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
380,battlefield: bad company 2,X360,2010.0,shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,guitar hero: on tour,DS,2008.0,misc,Activision,2.11,1.01,0.01,0.35,3.48
383,far cry 3,PS3,2012.0,shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,monster hunter 4,3DS,2013.0,role-playing,Capcom,0.0,0.0,3.44,0.0,3.44
385,borderlands,X360,2009.0,shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386,tekken 4,PS2,2002.0,fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
388,littlebigplanet 2,PS3,2011.0,platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,grand theft auto 2,PS,1998.0,action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
390,final fantasy iii,SNES,1994.0,role-playing,SquareSoft,0.86,0.0,2.55,0.02,3.42
391,spider-man 2,PS2,2004.0,action,Activision,1.75,1.2,0.02,0.43,3.41
392,f-1 race,GB,1990.0,racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393,fifa soccer 2003,PS2,2002.0,sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,crash bash,PS,2000.0,misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,lego batman: the videogame,X360,2008.0,action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
396,metal gear solid v: the phantom pain,PS4,2015.0,action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,the legend of zelda: spirit tracks,DS,2009.0,action,Nintendo,1.43,0.94,0.74,0.27,3.38
398,wwf war zone,PS,1998.0,fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
399,the legend of zelda: majora's mask,N64,2000.0,action,Nintendo,1.9,0.67,0.73,0.06,3.36
400,professor layton and the unwound future,DS,2008.0,puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401,rugrats: search for reptar,PS,1998.0,adventure,THQ,1.63,1.53,0.0,0.18,3.34
403,english training: have fun improving your skills!,DS,2006.0,misc,Nintendo,0.0,0.99,2.32,0.02,3.33
404,james bond 007: nightfire,PS2,2002.0,shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,ratchet & clank,PS2,2002.0,platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,mario party 9,WII,2012.0,misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407,star wars episode iii: revenge of the sith,PS2,2005.0,action,LucasArts,1.47,1.39,0.03,0.43,3.32
408,max payne,PS2,2001.0,shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,the lord of the rings: the return of the king,PS2,2003.0,action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,assassin's creed syndicate,PS4,2015.0,action,Ubisoft,0.8,1.92,0.06,0.5,3.28
412,true crime: streets of la,PS2,2003.0,action,Activision,1.89,1.05,0.02,0.31,3.27
413,wii music,WII,2008.0,misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414,gran turismo (psp),PSP,2009.0,racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,monster hunter x,3DS,2015.0,action,Capcom,0.25,0.19,2.78,0.04,3.26
416,tekken,PS,1995.0,fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
418,l.a. noire,PS3,2011.0,adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,madden nfl 16,PS4,2015.0,sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
420,yokai watch 2 ganso/honke,3DS,2014.0,role-playing,Nintendo,0.03,0.0,3.18,0.0,3.22
421,007: tomorrow never dies,PS,1999.0,shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
422,baseball,NES,1983.0,sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423,killer instinct,SNES,1995.0,fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424,wwf smackdown! 2: know your role,PS,2000.0,fighting,THQ,1.76,1.21,0.07,0.16,3.2
425,crisis core: final fantasy vii,PSP,2007.0,role-playing,Square Enix,1.35,0.6,0.8,0.44,3.19
426,god of war: chains of olympus,PSP,2008.0,action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,dragon quest vi: maboroshi no daichi,SNES,1995.0,role-playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
428,dance central,X360,2010.0,misc,MTV Games,2.15,0.77,0.01,0.26,3.19
429,enter the matrix,PS2,2003.0,action,Atari,1.78,1.12,0.09,0.19,3.18
430,super mario maker,WIIU,2015.0,platform,Nintendo,1.18,0.87,0.93,0.2,3.18
433,rhythm heaven,DS,2008.0,misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434,ace combat 04: shattered skies,PS2,2001.0,simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,club penguin: elite penguin force,DS,2008.0,adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
436,animal crossing,GC,2001.0,simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
438,sonic rush,DS,2005.0,platform,Sega,1.22,1.57,0.06,0.29,3.15
439,resident evil 6,PS3,2012.0,shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,halo: the master chief collection,XONE,2014.0,shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,fifa soccer 08,PS2,2007.0,sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
442,spider-man,PS,2000.0,action,Activision,1.7,1.25,0.02,0.16,3.13
443,need for speed iii: hot pursuit,PS,1998.0,racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
444,star wars episode i racer,N64,1999.0,racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445,personal trainer: cooking,DS,2006.0,misc,Nintendo,0.91,1.0,1.03,0.17,3.12
447,dragon warrior iv,NES,1990.0,role-playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12
448,heavy rain,PS3,2010.0,adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,mass effect 2,X360,2010.0,role-playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
451,dragon ball z: budokai,PS2,2002.0,fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,madden nfl 2002,PS2,2001.0,sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,world class track meet,NES,1986.0,sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,borderlands 2,X360,2012.0,shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,the legend of zelda: a link between worlds,3DS,2013.0,action,Nintendo,1.4,0.99,0.46,0.22,3.07
456,donkey kong,GB,1994.0,platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457,the sims: vacation,PC,2002.0,simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
458,mass effect 3,X360,2012.0,role-playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,kung fu panda,X360,2008.0,action,Activision,1.91,0.84,0.0,0.29,3.05
461,epic mickey,WII,2010.0,platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,saints row 2,X360,2008.0,action,THQ,1.94,0.8,0.02,0.27,3.03
463,rayman,PS,1995.0,platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
464,killzone 2,PS3,2009.0,shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,tom clancy's splinter cell,XB,2002.0,action,Ubisoft,1.85,1.04,0.0,0.13,3.02
466,mike tyson's punch-out!!,NES,1987.0,fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467,wwe smackdown! shut your mouth,PS2,2002.0,sports,THQ,1.45,1.13,0.07,0.38,3.02
468,gears of war: ultimate edition,XONE,2015.0,shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0
469,nba 2k13,X360,2012.0,sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
470,dragon ball z: budokai tenkaichi 3,PS2,2007.0,fighting,Atari,1.15,0.0,0.76,1.09,3.0
471,wwe smackdown vs. raw 2006,PS2,,fighting,Unknown,1.57,1.02,0.0,0.41,3.0
472,middle-earth: shadow of mordor,PS4,2014.0,action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473,star fox,SNES,1993.0,shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
474,the sims: livin large,PC,2000.0,misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
475,world soccer winning eleven 6 international,PS2,2002.0,sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,devil may cry,PS2,2001.0,action,Capcom,1.36,0.86,0.64,0.13,2.99
477,animal crossing: happy home designer,3DS,2015.0,simulation,Nintendo,0.47,1.0,1.39,0.12,2.98
479,the sims 4,PC,2014.0,simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
480,star wars: the old republic,PC,2011.0,role-playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97
481,sonic heroes,PS2,2003.0,platform,Sega,1.04,1.37,0.06,0.49,2.96
482,kirby super star ultra,DS,2008.0,platform,Nintendo,1.57,0.04,1.19,0.15,2.96
483,hitman 2: silent assassin,PS2,2002.0,action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
485,wave race 64,N64,1996.0,racing,Nintendo,1.98,0.58,0.34,0.04,2.94
486,socom ii: u.s. navy seals,PS2,2003.0,shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,wwe smackdown! vs. raw 2006,PS2,2005.0,fighting,THQ,1.45,1.11,0.04,0.33,2.94
488,infamous,PS3,2009.0,action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489,pac-man collection,GBA,2001.0,puzzle,Atari,2.07,0.77,0.05,0.05,2.94
490,mass effect,X360,2007.0,role-playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491,warioware: smooth moves,WII,2006.0,puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
492,cooking mama: cook off,WII,2007.0,simulation,505 Games,1.43,1.13,0.05,0.3,2.91
495,titanfall,XONE,2014.0,shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
496,sonic mega collection plus,PS2,2004.0,misc,Sega,1.54,1.14,0.0,0.22,2.9
497,sega superstars tennis,X360,2008.0,sports,Sega,1.75,0.86,0.0,0.28,2.9
498,world soccer winning eleven 7 international,PS2,2003.0,sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
500,hot shots golf 3,PS2,2001.0,sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,call of duty: finest hour,PS2,2004.0,shooter,Activision,1.51,1.12,0.01,0.24,2.89
502,zumba fitness 2,WII,2011.0,sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88
503,syphon filter,PS,1999.0,shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
504,imagine: babyz,DS,2007.0,simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88
505,colin mcrae rally,PS,1998.0,racing,Codemasters,0.09,2.43,0.12,0.22,2.87
507,madden nfl 13,X360,2012.0,sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
508,the elder scrolls iii: morrowind,XB,2002.0,role-playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
509,mortal kombat,PS3,2011.0,fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85
510,f-zero,SNES,1990.0,racing,Nintendo,1.37,0.51,0.89,0.07,2.85
511,yoshi's story,N64,1997.0,platform,Nintendo,1.29,0.53,0.98,0.05,2.85
512,command & conquer: red alert,PC,1996.0,strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85
513,skylanders: spyro's adventure,WII,2011.0,action,Activision,1.4,1.14,0.0,0.31,2.85
516,bioshock,X360,2007.0,shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
517,madden nfl 10,X360,2009.0,sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83
518,medal of honor,PS3,2010.0,shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
519,wwe smackdown! vs. raw,PS2,2002.0,fighting,THQ,1.32,1.08,0.04,0.39,2.83
520,metroid prime,GC,2002.0,shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
521,finding nemo,GBA,2003.0,action,THQ,1.59,1.05,0.04,0.14,2.82
522,myst,PC,1994.0,adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
523,need for speed: hot pursuit,PS3,2010.0,racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
524,imagine: fashion designer,DS,2007.0,simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
525,wwe smackdown! here comes the pain,PS2,2003.0,fighting,THQ,1.32,1.06,0.04,0.38,2.8
526,star wars: the force unleashed,X360,2008.0,action,LucasArts,1.74,0.8,0.0,0.26,2.8
527,yoshi's island ds,DS,2006.0,platform,Nintendo,1.47,0.07,1.1,0.15,2.8
528,hot shots golf,PS,1997.0,sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
529,killzone 3,PS3,2011.0,shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
530,a bug's life,PS,1998.0,platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79
531,wwf smackdown! just bring it,PS2,2001.0,fighting,THQ,1.19,1.15,0.04,0.41,2.79
532,dragon quest v: tenkuu no hanayome,SNES,1992.0,role-playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79
533,mortal kombat trilogy,PS,1996.0,fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79
535,nba street,PS2,2001.0,sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79
536,professor layton and the last specter,DS,2009.0,puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79
537,monster hunter tri,3DS,2011.0,role-playing,Nintendo,0.46,0.29,1.96,0.07,2.79
538,jak ii,PS2,2003.0,platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78
539,infamous: second son,PS4,2014.0,action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
540,ratchet & clank: going commando,PS2,2003.0,platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
541,tekken 6,PS3,2009.0,fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
542,the sims,PS2,2003.0,simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77
543,sonic and the secret rings,WII,2007.0,platform,Sega,1.24,1.2,0.04,0.3,2.77
544,saints row: the third,X360,2011.0,action,THQ,1.25,1.15,0.07,0.3,2.77
545,missile command,2600,1980.0,shooter,Atari,2.56,0.17,0.0,0.03,2.76
546,mario paint,SNES,1992.0,misc,Nintendo,1.43,0.54,0.71,0.07,2.75
548,pokémon stadium 2,N64,2000.0,strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
549,metroid,NES,1986.0,action,Nintendo,1.33,0.31,1.04,0.05,2.73
551,call of duty 3,X360,2006.0,shooter,Activision,1.49,0.93,0.02,0.27,2.71
553,onimusha: warlords,PS2,2001.0,action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
554,mortal kombat x,PS4,2015.0,fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7
555,mario party,N64,1998.0,misc,Nintendo,1.25,0.53,0.87,0.05,2.7
556,madden nfl 12,X360,2011.0,sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69
557,lego star wars ii: the original trilogy,PS2,2006.0,action,LucasArts,1.85,0.64,0.01,0.19,2.69
558,madden nfl 11,X360,2010.0,sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69
559,mario vs. donkey kong: mini-land mayhem!,DS,2010.0,puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69
560,skate 3,X360,2010.0,sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68
561,burnout 3: takedown,PS2,2004.0,racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68
562,yokai watch 2 shinuchi,3DS,2014.0,role-playing,Level 5,0.0,0.0,2.68,0.0,2.68
563,need for speed: shift,PS3,2009.0,racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68
564,final fantasy xiii-2,PS3,2011.0,role-playing,Square Enix,0.78,0.75,0.89,0.26,2.68
566,call of duty 2: big red one,PS2,2005.0,shooter,Activision,1.48,0.92,0.01,0.26,2.67
569,fable,XB,2004.0,role-playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66
570,hannah montana,DS,2006.0,action,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65
572,skylanders giants,WII,2012.0,action,Activision,1.56,0.88,0.0,0.22,2.65
573,medal of honor heroes,PSP,2006.0,shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65
574,super mario bros.: the lost levels,NES,1986.0,platform,Nintendo,0.0,0.0,2.65,0.0,2.65
575,star wars: shadows of the empire,N64,1996.0,action,Nintendo,2.0,0.5,0.12,0.03,2.65
577,midnight club: street racing,PS2,2000.0,racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63
578,pac-man: adventures in time,PSP,2006.0,fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
579,halo wars,X360,2009.0,strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63
580,god of war collection,PS3,2009.0,action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63
581,espn nfl 2k5,PS2,2004.0,sports,Sega,2.15,0.12,0.0,0.36,2.62
582,mario strikers charged,WII,2007.0,sports,Nintendo,1.07,1.06,0.24,0.25,2.62
585,nba 2k12,X360,2011.0,sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
586,style savvy,DS,2008.0,simulation,Nintendo,0.63,0.84,0.96,0.19,2.61
587,harry potter and the chamber of secrets,PS2,2002.0,action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
588,super mario all-stars: limited edition,WII,2010.0,platform,Nintendo,1.02,0.52,0.92,0.14,2.6
589,streets of rage,GEN,1990.0,action,Sega,1.86,0.55,0.11,0.08,2.6
590,fifa soccer 09,PS3,2008.0,sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59
591,ratchet & clank future: tools of destruction,PS3,2007.0,platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59
592,nba live 2005,PS2,2004.0,sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59
594,killzone: shadow fall,PS4,2013.0,shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
595,ghostbusters: the video game (ds version),X360,2009.0,action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
596,monster hunter freedom 2,PSP,2007.0,role-playing,Capcom,0.37,0.27,1.75,0.18,2.58
597,wwe smackdown vs. raw 2007,PS2,2006.0,fighting,THQ,1.4,0.88,0.03,0.26,2.58
598,ratchet & clank: up your arsenal,PS2,2004.0,platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
599,art academy,DS,2010.0,misc,Nintendo,0.28,1.68,0.33,0.28,2.57
600,dragon age: origins,X360,2009.0,role-playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
601,madden nfl 08,PS2,2007.0,sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57
602,sonic adventure 2 battle,GC,2001.0,platform,Sega,1.7,0.59,0.21,0.07,2.56
603,dragon warrior ii,NES,1987.0,role-playing,Enix Corporation,0.15,0.0,2.41,0.0,2.56
605,pokémon colosseum,GC,2003.0,role-playing,Nintendo,1.21,0.57,0.7,0.07,2.54
606,deca sports,WII,2008.0,sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
607,madden nfl 09,X360,2008.0,sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54
608,space invaders,2600,,shooter,Atari,2.36,0.14,0.0,0.03,2.53
609,crazy taxi,PS2,2001.0,racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
610,perfect dark,N64,2000.0,action,Nintendo,1.55,0.75,0.16,0.06,2.52
611,game party,WII,2007.0,misc,Midway Games,1.5,0.78,0.0,0.24,2.52
612,dragon warrior,NES,1986.0,role-playing,Capcom,0.49,0.0,0.52,1.51,2.52
613,tomb raider (2013),PS3,2013.0,action,Square Enix,0.6,1.31,0.08,0.52,2.51
614,marvel: ultimate alliance,X360,2006.0,role-playing,Activision,2.29,0.02,0.0,0.19,2.5
615,pes 2009: pro evolution soccer,PS2,2008.0,sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
616,mario party 2,N64,1999.0,misc,Nintendo,1.28,0.14,1.08,0.01,2.5
618,rockstar games double pack: grand theft auto iii & grand theft auto vice city,XB,2003.0,action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49
619,lego harry potter: years 1-4,WII,2010.0,action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49
620,mortal kombat: deadly alliance,PS2,2002.0,fighting,Midway Games,1.81,0.52,0.0,0.15,2.49
621,resistance 2,PS3,2008.0,shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48
